,carat,cut,color,clarity,depth,table,volume
576,0.8,Ideal,H,VS2,62.8,57.0,128.36
577,0.51,Very Good,D,VVS1,59.9,58.0,83.02
578,0.53,Ideal,F,VVS1,61.4,57.0,87.03
579,0.78,Ideal,I,VS2,61.8,55.0,129.27
580,0.9,Very Good,J,SI1,63.4,54.0,147.75
581,0.9,Fair,G,SI2,65.3,59.0,143.49
582,0.77,Ideal,E,SI2,60.7,55.0,129.81
583,0.73,Ideal,F,VS1,61.2,56.0,122.51
584,0.63,Ideal,F,VVS2,61.9,57.0,102.47
585,0.7,Ideal,E,VS2,61.5,54.0,115.37
586,0.72,Ideal,E,VS2,62.8,57.0,117.46
587,0.72,Ideal,E,SI1,61.0,57.0,118.34
588,0.75,Premium,F,VS2,59.6,59.0,128.08
589,0.82,Very Good,H,SI1,60.7,56.0,134.33
590,0.71,Good,E,VS2,62.8,60.0,111.69
591,0.7,Premium,E,VS1,62.6,59.0,114.33
592,0.7,Ideal,E,VS1,61.8,56.0,115.29
594,0.76,Very Good,H,SI1,60.9,55.0,126.94
595,0.82,Fair,F,SI1,64.9,58.0,127.26
596,0.72,Premium,F,VS1,58.8,60.0,120.79
597,0.7,Premium,F,VS2,62.3,58.0,114.2
598,0.7,Premium,F,VS2,61.7,58.0,111.8
599,0.7,Premium,G,VS1,62.6,55.0,115.05
600,0.7,Premium,F,VS2,59.4,61.0,116.46
601,0.7,Very Good,E,SI1,63.5,59.0,106.26
602,0.7,Premium,F,VS2,60.9,61.0,111.82
603,0.7,Premium,F,VS2,59.5,58.0,116.05
604,0.7,Premium,G,VS1,63.0,60.0,110.89
605,0.74,Very Good,E,SI1,60.0,57.0,121.29
606,0.71,Ideal,F,VS1,61.5,57.0,115.37
607,0.7,Ideal,F,VS1,61.6,54.0,116.1
608,0.71,Ideal,F,VS1,62.1,55.0,118.02
609,0.71,Premium,F,VS1,59.1,61.0,116.72
610,0.71,Premium,F,VS1,59.0,60.0,115.78
611,0.71,Premium,F,VS1,60.5,58.0,114.13
613,0.73,Ideal,G,VS2,61.8,54.0,121.18
614,0.7,Ideal,E,VS2,62.1,54.0,115.22
615,0.7,Ideal,G,VS1,61.3,57.0,115.04
616,0.71,Premium,G,VVS2,60.3,58.0,117.74
617,0.71,Premium,F,VS1,59.2,58.0,118.21
618,0.79,Premium,G,VS2,59.3,62.0,131.4
619,0.71,Premium,F,VS1,62.7,59.0,113.72
620,0.77,Very Good,H,VS1,61.0,60.0,124.33
621,0.75,Very Good,F,SI2,59.8,56.0,121.9
622,0.7,Ideal,F,SI1,61.0,56.0,117.39
623,0.71,Premium,F,VS2,59.3,56.0,118.75
624,0.92,Ideal,D,SI2,61.9,56.0,150.05
625,0.83,Premium,F,SI2,61.4,59.0,136.61
626,0.7,Premium,H,VVS1,59.2,60.0,117.05
627,0.73,Premium,F,VS2,60.3,59.0,122.95
628,0.71,Very Good,D,VS1,63.4,55.0,114.28
629,0.73,Very Good,D,SI1,63.9,57.0,117.32
631,0.82,Ideal,F,SI2,62.3,56.0,133.83
632,0.82,Very Good,F,SI2,59.7,57.0,137.53
633,0.52,Ideal,F,VVS1,61.2,56.0,85.99
634,1.0,Premium,F,I1,58.9,60.0,167.3
636,0.73,Ideal,D,SI1,61.4,57.0,118.6
637,0.73,Premium,F,VS2,59.9,59.0,118.54
638,0.73,Premium,G,VS1,61.4,58.0,119.55
639,0.8,Ideal,I,VS1,62.6,54.0,131.25
640,0.7,Premium,F,VS2,58.7,61.0,112.13
641,0.7,Very Good,E,VS2,60.2,62.0,113.27
642,0.7,Very Good,E,VS2,62.7,58.0,113.73
643,0.71,Very Good,E,VS2,59.4,58.0,115.32
644,0.81,Very Good,F,SI2,63.2,58.0,130.85
645,0.71,Very Good,D,SI1,61.5,58.0,117.45
646,0.73,Ideal,G,VVS2,61.3,57.0,121.13
647,0.73,Very Good,F,VS1,61.8,59.0,118.11
648,0.72,Ideal,E,VS2,62.0,57.0,116.35
649,0.81,Ideal,F,SI2,62.1,57.0,129.41
650,0.71,Ideal,G,VVS2,60.7,57.0,118.21
652,0.7,Very Good,E,VS1,62.0,59.0,112.64
653,1.01,Ideal,I,I1,61.5,57.0,165.42
654,1.01,Good,I,I1,63.1,57.0,163.12
655,0.79,Ideal,H,VS2,62.5,57.0,129.67
656,0.7,Very Good,E,VS2,61.8,59.0,112.32
657,0.7,Very Good,E,VS2,58.9,60.0,117.32
658,0.8,Good,H,VS2,63.4,60.0,128.17
659,1.27,Premium,H,SI2,59.3,61.0,210.82
660,0.79,Ideal,D,SI1,61.5,56.0,128.57
661,0.72,Very Good,F,VS1,60.2,59.0,118.35
662,0.73,Ideal,H,VVS2,61.6,56.0,121.05
663,1.01,Fair,H,SI2,65.4,59.0,162.09
664,1.01,Good,H,I1,64.2,61.0,154.11
665,0.73,Ideal,E,SI1,59.1,59.0,123.64
666,0.7,Ideal,E,SI1,61.6,57.0,116.1
667,0.7,Good,F,VS2,59.1,61.0,115.38
668,0.77,Premium,E,SI1,62.9,59.0,123.76
669,0.77,Premium,G,VS2,61.3,60.0,123.27
670,0.77,Premium,G,VS1,61.4,58.0,127.0
671,0.84,Very Good,H,SI1,61.2,57.0,139.62
672,0.72,Ideal,E,SI1,60.3,57.0,120.05
673,0.76,Premium,D,SI1,61.1,59.0,125.87
674,0.7,Very Good,G,VVS2,62.9,59.0,113.12
675,0.54,Ideal,D,VVS2,61.5,55.0,89.98
676,0.75,Fair,D,SI2,64.6,57.0,121.48
677,0.79,Good,E,SI1,64.1,54.0,128.33
678,0.74,Very Good,E,VS1,63.1,58.0,119.27
679,0.7,Very Good,E,VS2,61.0,60.0,116.25
680,0.7,Ideal,F,VS2,60.8,59.0,114.98
681,0.75,Ideal,J,SI1,61.5,56.0,123.2
682,1.2,Very Good,H,I1,63.1,60.0,190.45
683,0.8,Very Good,F,SI1,63.4,57.0,127.18
684,0.66,Ideal,D,VS1,62.1,56.0,106.46
685,0.87,Very Good,F,SI2,61.0,63.0,141.58
686,0.86,Premium,H,SI1,62.7,59.0,136.17
687,0.74,Ideal,F,SI1,61.0,57.0,121.0
688,0.58,Very Good,E,IF,60.6,59.0,95.35
689,0.78,Ideal,I,VS1,61.5,57.0,126.36
690,0.74,Ideal,G,SI1,61.3,55.0,123.07
691,0.73,Ideal,E,SI1,62.7,55.0,118.81
692,0.91,Very Good,I,SI1,63.5,57.0,143.76
693,0.71,Premium,F,VS2,62.6,58.0,115.06
694,0.71,Good,G,VS1,63.5,55.0,114.6
695,0.79,Ideal,D,SI2,62.8,57.0,127.36
696,0.79,Premium,D,SI2,60.0,60.0,132.87
697,0.71,Premium,E,SI1,62.7,58.0,115.78
698,0.82,Premium,I,VS1,61.9,58.0,132.31
699,0.78,Very Good,H,VS1,61.9,57.1,127.83
700,0.7,Very Good,E,VS1,62.4,56.0,113.8
701,1.12,Premium,H,I1,59.1,61.0,183.06
702,0.73,Premium,E,VS2,62.0,57.0,121.51
703,0.91,Fair,J,VS2,64.4,62.0,142.15
704,0.91,Fair,J,VS2,65.4,60.0,142.79
705,0.91,Good,J,VS2,64.2,58.0,146.1
707,0.7,Premium,E,VS1,58.4,59.0,118.18
708,0.68,Premium,F,VVS2,61.7,57.0,111.61
709,0.73,Very Good,F,VS2,62.5,57.0,117.33
710,1.03,Good,J,SI1,63.6,57.0,161.72
711,0.74,Premium,D,VS2,62.4,57.0,119.85
715,1.02,Ideal,H,SI2,61.6,55.0,166.09
716,0.6,Ideal,F,VVS2,60.8,57.0,99.15
717,0.8,Ideal,G,SI2,61.6,56.0,132.4
718,0.97,Ideal,F,I1,60.7,56.0,160.74
722,0.36,Ideal,H,SI1,61.9,55.0,59.36
724,0.34,Good,E,SI1,63.3,57.0,55.97
725,0.34,Good,E,SI1,63.5,55.0,56.17
726,0.34,Good,E,SI1,63.4,55.0,55.84
727,0.34,Very Good,G,VS2,59.6,62.0,56.1
728,0.34,Ideal,E,SI1,62.2,54.0,56.12
729,0.32,Good,E,VS2,64.1,54.0,52.91
730,0.31,Ideal,I,VVS1,61.6,55.0,51.91
731,0.31,Ideal,I,VVS1,61.3,56.0,51.18
732,0.31,Ideal,I,VVS1,62.3,54.0,52.49
733,0.31,Ideal,I,VVS1,62.0,54.0,52.3
736,0.31,Ideal,G,VS2,62.2,53.6,50.74
737,0.31,Ideal,H,VS1,61.6,54.8,51.14
738,0.31,Ideal,H,VS1,61.8,54.2,50.9
739,0.33,Premium,G,SI2,59.4,59.0,54.51
740,0.33,Premium,F,SI2,62.3,58.0,53.6
741,0.33,Premium,G,SI2,62.6,58.0,53.68
742,0.33,Ideal,G,SI2,61.9,56.0,53.77
743,0.33,Premium,F,SI2,63.0,58.0,54.07
744,0.33,Premium,J,VS1,62.8,58.0,53.31
745,0.33,Premium,J,VS1,61.5,61.0,53.26
746,0.33,Ideal,J,VS1,62.1,55.0,53.85
747,0.33,Ideal,I,SI1,63.0,57.0,52.95
749,0.33,Premium,I,SI1,60.4,59.0,55.77
751,0.77,Premium,F,SI1,60.8,59.0,124.19
752,0.77,Premium,F,SI1,61.0,58.0,126.52
753,0.7,Good,E,VVS2,60.1,63.0,110.92
754,0.9,Very Good,G,SI2,63.1,58.0,139.82
755,0.72,Ideal,E,SI1,62.3,57.0,117.21
756,0.9,Premium,I,VS2,61.9,59.0,145.42
757,0.72,Premium,E,SI1,62.1,58.0,117.83
758,0.7,Ideal,G,VVS2,62.1,56.0,113.16
759,0.81,Very Good,F,SI1,61.3,57.0,134.76
760,0.81,Very Good,F,SI1,61.7,57.0,135.04
761,0.71,Premium,E,VS2,61.0,60.0,114.38
762,0.7,Premium,E,VS2,61.4,59.0,114.64
763,0.71,Premium,E,VS2,61.5,60.0,115.16
764,0.71,Very Good,E,VS2,63.5,59.0,113.67
765,0.92,Premium,J,SI1,62.9,58.0,149.91
766,0.76,Ideal,E,SI1,62.7,54.0,125.81
767,0.73,Ideal,D,SI1,61.5,56.0,121.26
768,0.71,Premium,D,VS2,60.4,62.0,113.6
769,0.7,Good,E,VVS2,63.6,62.0,111.44
770,0.9,Fair,G,SI2,64.5,56.0,141.44
772,0.7,Ideal,D,VS2,61.0,57.0,116.05
773,0.7,Premium,D,VS2,62.4,56.0,114.93
774,0.77,Premium,F,VS1,60.9,60.0,124.76
775,0.71,Ideal,G,VS1,61.5,56.0,117.45
776,0.7,Premium,D,VS2,59.6,61.0,115.46
778,0.83,Premium,E,SI2,59.2,60.0,137.45
779,0.71,Very Good,F,VS2,61.3,61.0,113.91
780,0.9,Very Good,J,SI2,63.6,58.0,143.29
781,0.6,Ideal,E,VVS2,61.9,54.9,98.59
782,0.71,Premium,D,VS1,62.9,57.0,112.2
783,0.53,Ideal,F,VVS1,61.4,57.0,87.03
784,0.71,Premium,D,SI1,60.7,58.0,122.43
785,0.62,Ideal,G,VVS2,61.6,56.0,100.65
786,0.62,Ideal,G,VVS2,61.6,56.0,102.06
787,0.9,Premium,I,SI1,63.0,58.0,139.45
788,0.62,Fair,F,IF,60.1,61.0,102.39
789,0.82,Premium,E,SI2,61.7,59.0,132.98
790,0.66,Premium,D,VS1,61.0,58.0,108.33
791,0.7,Very Good,D,SI1,62.5,55.0,115.46
792,0.8,Very Good,F,SI1,62.6,58.0,129.23
793,0.8,Very Good,D,SI2,62.5,59.0,128.45
794,0.79,Premium,F,SI1,62.3,54.0,130.55
795,0.71,Very Good,F,VVS1,63.2,60.0,112.84
796,0.7,Ideal,H,VS2,61.1,57.0,114.71
797,0.7,Very Good,E,VS2,58.7,63.0,109.22
798,0.79,Premium,H,VS1,60.0,60.0,132.35
799,0.7,Premium,E,VS2,59.5,59.0,115.86
800,1.22,Premium,E,I1,60.9,57.0,200.73
802,0.73,Premium,E,VS2,62.5,61.0,117.03
803,0.91,Good,I,VS2,64.3,58.0,143.69
804,0.71,Ideal,D,SI1,60.8,56.0,117.8
805,0.83,Premium,G,SI1,62.3,58.0,133.83
806,0.84,Premium,F,SI2,62.3,59.0,136.94
807,0.71,Premium,D,SI1,61.0,61.0,118.13
808,0.71,Premium,D,SI1,59.7,59.0,117.13
809,0.71,Premium,D,SI1,61.7,56.0,116.62
810,0.71,Ideal,D,SI1,61.7,57.0,115.7
811,0.71,Premium,D,SI1,61.4,58.0,117.86
812,0.71,Premium,D,SI1,60.6,58.0,116.93
813,0.91,Premium,J,SI1,59.5,62.0,147.92
814,0.9,Premium,J,VS2,59.8,62.0,144.15
815,0.71,Premium,H,VVS2,61.5,62.0,114.44
816,0.71,Premium,E,SI1,59.1,61.0,116.52
817,0.72,Ideal,F,VS2,59.5,57.0,121.21
818,0.72,Premium,E,SI1,60.9,60.0,116.45
819,0.71,Ideal,E,VS2,61.0,55.0,117.19
820,0.81,Ideal,E,SI2,60.3,57.0,133.82
821,0.83,Very Good,I,VS2,61.6,58.0,136.98
822,0.73,Premium,D,SI1,60.8,55.0,121.07
823,0.56,Very Good,D,VVS1,62.0,56.0,90.99
824,0.56,Very Good,D,VVS1,61.8,55.0,91.51
825,0.71,Ideal,E,VS1,62.2,55.0,116.48
826,0.7,Ideal,H,VVS1,62.3,58.0,114.21
827,0.96,Premium,I,SI1,61.3,58.0,156.6
828,0.71,Very Good,H,VVS1,62.9,57.0,115.18
829,0.7,Ideal,D,VS2,62.4,57.0,112.16
830,0.71,Ideal,H,VVS1,60.4,57.0,117.54
832,0.95,Premium,F,SI2,58.4,57.0,156.84
833,0.82,Ideal,F,SI2,62.3,56.0,132.58
834,0.52,Ideal,F,VVS1,61.2,56.0,85.99
836,0.82,Ideal,F,SI2,62.3,56.0,133.83
837,0.82,Premium,F,SI2,59.7,57.0,137.53
838,0.8,Ideal,G,SI1,61.3,57.0,128.21
840,0.72,Ideal,I,VS1,62.4,55.0,117.75
841,0.62,Ideal,G,IF,60.5,57.0,102.82
842,0.79,Premium,E,SI2,61.0,58.0,127.29
843,0.75,Very Good,E,SI1,63.1,56.0,119.26
844,1.08,Premium,D,I1,61.9,60.0,171.05
845,0.72,Ideal,E,SI1,60.8,55.0,118.95
846,0.62,Ideal,G,IF,61.8,56.0,100.1
847,0.73,Ideal,G,VVS2,61.3,57.0,121.13
848,0.72,Ideal,H,VVS2,60.9,57.0,117.6
849,0.52,Premium,F,VVS2,61.8,60.0,84.18
850,0.83,Ideal,E,SI2,62.2,57.0,136.12
851,0.64,Premium,E,VVS2,62.1,58.0,105.39
852,0.8,Ideal,G,SI1,62.5,57.0,129.67
853,0.74,Ideal,H,SI1,62.1,56.0,121.1
854,0.72,Ideal,F,SI1,61.5,56.0,117.24
855,0.82,Ideal,H,VS2,59.5,57.0,135.29
856,0.73,Premium,E,VS1,61.3,59.0,119.22
857,1.04,Premium,I,I1,61.6,61.0,166.09
858,0.73,Very Good,E,SI1,61.3,58.0,119.21
859,0.73,Good,E,SI1,63.6,57.0,118.35
860,0.9,Premium,J,SI1,62.8,59.0,141.2
861,0.75,Ideal,I,SI1,61.8,55.0,123.12
862,0.79,Ideal,G,SI1,62.6,55.0,130.46
863,0.7,Good,D,SI1,62.5,56.7,110.27
864,0.75,Very Good,D,SI1,60.7,55.0,124.41
865,1.02,Ideal,I,I1,61.7,56.0,166.76
866,0.7,Very Good,G,SI2,59.0,62.0,115.05
867,0.7,Ideal,D,SI1,61.8,56.0,113.23
869,0.7,Ideal,D,SI1,61.4,54.0,115.57
870,0.7,Ideal,D,SI1,60.7,56.0,114.46
871,0.7,Very Good,D,SI1,60.2,60.0,116.46
872,0.72,Very Good,E,VS2,58.3,57.0,120.7
873,0.74,Ideal,E,SI1,62.3,58.0,119.11
874,0.84,Good,G,SI1,65.1,55.0,135.5
875,0.76,Very Good,F,VS2,62.0,58.0,123.04
876,0.77,Very Good,E,SI1,63.2,58.0,124.65
877,0.76,Ideal,E,SI2,62.8,56.0,122.45
878,1.0,Ideal,I,SI2,61.7,56.0,164.14
881,0.9,Premium,J,SI1,61.8,58.0,143.49
882,0.9,Good,J,SI1,64.0,61.0,136.96
883,0.9,Fair,I,SI1,65.3,61.0,138.18
885,0.9,Premium,J,SI1,60.9,61.0,147.96
886,0.78,Premium,F,VS2,62.6,58.0,126.23
887,0.71,Premium,D,VS2,61.2,59.0,114.31
888,0.7,Premium,F,VS1,59.0,59.0,113.92
889,0.7,Premium,F,VS1,60.8,62.0,112.02
890,0.7,Premium,G,VVS2,61.8,58.0,111.41
891,0.7,Ideal,F,VS1,61.0,55.0,116.05
892,0.7,Ideal,F,VS1,61.6,55.0,115.9
893,0.7,Ideal,F,VS1,62.4,56.0,113.81
894,0.7,Premium,G,VVS2,62.9,59.0,113.12
896,0.77,Ideal,H,SI1,62.4,56.0,126.11
900,0.73,Premium,E,VS1,62.6,60.0,116.92
902,0.72,Very Good,H,VS1,62.2,54.0,118.03
903,0.71,Ideal,E,VS1,62.4,56.0,117.01
904,0.74,Ideal,G,VS2,62.3,55.0,122.41
905,0.7,Good,H,VVS1,62.7,56.0,111.89
906,0.7,Good,F,VS1,59.1,62.0,117.32
907,0.79,Very Good,F,SI1,62.8,59.0,127.36
908,0.79,Very Good,F,SI1,62.7,60.0,125.81
909,0.79,Very Good,D,SI2,59.7,58.0,131.11
910,0.71,Ideal,I,VS2,61.5,55.0,118.19
911,0.79,Ideal,F,SI1,62.8,56.0,128.36
912,0.73,Very Good,F,SI1,61.4,56.0,121.89
913,0.63,Premium,E,IF,60.3,62.0,102.51
914,0.7,Premium,F,VS1,60.4,60.0,112.68
915,0.71,Premium,F,VS1,62.7,58.0,115.58
916,0.84,Ideal,G,SI2,61.0,56.0,139.48
917,0.84,Ideal,G,SI2,62.3,55.0,138.22
918,1.02,Ideal,J,SI2,60.3,54.0,166.81
920,0.72,Ideal,F,VS1,62.0,56.0,117.5
921,0.92,Very Good,J,SI2,58.7,61.0,152.87
922,0.74,Very Good,D,SI1,63.9,57.0,120.17
923,0.7,Ideal,H,VVS1,62.0,55.0,116.35
924,0.71,Very Good,E,VS2,60.0,59.0,119.17
925,1.05,Premium,H,I1,62.0,59.0,169.06
926,0.7,Very Good,H,IF,62.8,56.0,112.41
927,0.54,Ideal,F,VVS1,61.8,56.0,89.13
928,0.73,Premium,F,VS2,59.9,58.0,120.33
930,0.73,Premium,F,VS2,58.7,57.0,123.34
931,0.72,Ideal,D,SI1,61.8,56.0,119.26
933,0.9,Fair,H,SI2,65.0,61.0,139.34
934,1.03,Fair,I,SI2,65.3,55.0,162.86
935,0.84,Very Good,F,SI1,63.8,57.0,136.02
936,1.01,Premium,I,SI1,62.7,60.0,157.91
937,0.77,Ideal,D,SI2,61.5,55.0,127.35
940,0.73,Ideal,E,SI1,61.4,56.0,119.76
941,0.72,Ideal,E,SI1,62.7,55.0,113.93
942,0.71,Very Good,D,SI1,62.4,54.0,118.69
943,0.7,Premium,E,VS1,62.6,59.0,114.33
944,0.79,Ideal,I,VS1,61.7,59.0,129.71
945,0.72,Very Good,G,VVS2,62.5,58.0,115.66
946,0.7,Very Good,E,VS2,63.5,54.0,113.88
947,0.7,Very Good,F,VS1,62.2,58.0,114.8
948,0.9,Good,H,SI2,63.5,58.0,145.08
949,0.71,Very Good,F,VS1,62.8,56.0,116.52
950,0.5,Ideal,E,VVS2,62.2,54.0,82.45
951,0.5,Ideal,E,VVS2,62.2,54.0,82.45
952,0.74,Ideal,F,SI1,61.2,56.0,122.52
953,0.77,Premium,F,VS2,61.8,56.0,128.27
954,0.77,Premium,E,SI1,59.8,61.0,127.24
955,0.8,Ideal,F,SI1,61.5,54.0,135.12
956,0.8,Ideal,F,SI1,62.4,57.0,127.1
957,0.8,Premium,F,SI1,61.5,60.0,129.79
958,0.8,Good,F,SI1,63.8,59.0,127.65
959,0.66,Ideal,G,VVS1,61.5,56.0,107.69
960,0.71,Very Good,E,VS2,61.2,58.0,116.37
961,0.71,Ideal,F,VS2,61.2,56.0,116.38
962,0.71,Ideal,E,VS2,61.6,56.0,117.04
963,0.71,Ideal,E,VS2,62.7,56.0,117.87
964,0.72,Ideal,D,SI1,61.1,56.0,118.88
965,0.71,Good,D,VS2,62.3,61.0,116.27
966,0.86,Ideal,H,SI2,61.8,55.0,142.42
967,1.19,Fair,H,I1,65.1,59.0,186.02
968,0.71,Very Good,F,VS1,62.6,55.0,115.05
969,0.82,Very Good,G,SI2,62.5,56.0,136.04
970,0.71,Ideal,G,VVS2,61.5,57.0,116.3
971,0.75,Ideal,F,VS2,62.5,57.0,122.32
972,0.7,Very Good,H,VVS1,59.2,60.0,117.05
973,0.8,Ideal,G,SI2,62.5,55.0,128.67
974,0.82,Good,G,SI2,59.9,62.0,131.26
975,0.82,Very Good,G,SI1,63.4,55.0,134.49
976,0.82,Premium,G,SI1,59.9,59.0,134.34
977,0.81,Very Good,E,SI2,62.4,57.0,131.34
978,0.81,Ideal,G,SI2,62.2,57.0,133.03
979,0.76,Ideal,F,SI1,61.4,56.0,126.01
980,0.71,Very Good,G,VS2,60.9,56.0,116.65
981,0.7,Very Good,F,VS1,61.8,59.0,115.08
983,0.74,Very Good,G,VS1,59.8,58.0,120.94
984,0.77,Very Good,G,VS2,61.3,60.0,123.27
985,0.77,Very Good,G,VS2,58.3,63.0,127.41
986,0.53,Ideal,F,VVS1,61.6,56.0,87.13
987,0.79,Ideal,D,SI1,61.5,56.0,128.57
988,0.73,Ideal,E,SI2,61.5,55.0,122.44
989,0.77,Ideal,D,SI2,62.1,56.0,124.99
990,0.77,Premium,E,SI1,60.9,58.0,125.74
991,1.01,Very Good,I,I1,63.1,57.0,163.12
992,1.01,Ideal,I,I1,61.5,57.0,165.42
993,0.6,Very Good,D,VVS2,60.6,57.0,100.55
994,0.76,Premium,E,SI1,61.1,58.0,124.12
996,0.72,Ideal,E,SI1,62.5,55.0,116.6
997,0.72,Good,F,VS1,59.4,61.0,119.29
998,0.74,Premium,D,VS2,61.8,58.0,120.01
999,1.12,Premium,J,SI2,60.6,59.0,177.94
1000,0.75,Ideal,D,SI1,62.3,55.0,122.41
1001,0.77,Ideal,D,SI1,62.6,57.0,126.23
1003,0.79,Ideal,G,SI1,61.1,57.0,129.08
1004,0.79,Ideal,G,SI1,62.3,57.0,126.32
1005,0.7,Good,G,VVS1,59.9,61.0,115.59
1006,0.7,Very Good,F,SI1,61.9,58.0,115.62
1007,0.72,Premium,D,VS1,62.7,58.0,113.93
1008,0.8,Premium,F,SI1,62.7,58.0,130.02
1009,0.81,Ideal,E,SI2,63.0,56.0,130.94
1010,0.81,Premium,E,SI2,62.5,59.0,130.68
1011,0.74,Ideal,E,VS2,61.9,57.0,120.56
1012,0.73,Premium,E,VS2,62.0,60.0,117.5
1013,0.73,Ideal,E,VS2,61.4,55.0,120.51
1014,0.75,Ideal,G,SI1,61.6,55.0,122.78
1015,0.71,Fair,E,VS2,64.6,59.0,113.73
1016,0.71,Premium,E,VS2,59.6,60.0,117.74
1017,0.75,Premium,D,SI1,62.8,60.0,120.1
1018,0.75,Ideal,D,SI1,62.3,57.0,122.41
1019,0.72,Ideal,D,SI1,61.9,55.0,118.65
1020,0.72,Premium,D,SI1,61.4,59.0,116.7
1021,0.72,Premium,E,VS2,61.1,59.0,117.73
1022,0.79,Very Good,F,SI1,63.0,54.0,130.94
1023,0.79,Very Good,D,SI2,62.8,57.0,127.36
1024,0.7,Very Good,E,VS1,58.4,59.0,118.18
1025,0.62,Ideal,E,VVS2,62.0,56.0,103.15
1026,0.7,Very Good,G,VVS2,59.3,62.0,115.72
1027,0.7,Very Good,G,VVS2,63.4,59.0,113.16
1028,0.7,Very Good,G,VVS2,63.3,59.0,111.53
1029,0.71,Very Good,G,VS2,62.1,58.0,113.88
1030,0.86,Very Good,I,VS1,61.2,58.0,140.91
1031,0.53,Ideal,D,VVS1,62.5,54.0,87.1
1032,0.91,Very Good,J,SI1,63.5,58.0,147.27
1033,0.95,Good,I,SI2,63.8,57.0,150.47
1034,0.91,Premium,J,SI1,62.8,59.0,147.09
1035,0.74,Very Good,D,VS2,62.4,57.0,119.85
1036,0.8,Ideal,I,VS1,62.2,58.0,129.98
1037,0.74,Good,E,SI1,62.8,61.0,119.36
1038,0.61,Ideal,E,VVS2,62.4,53.9,99.48
1039,0.61,Ideal,E,VVS2,62.4,53.6,100.14
1040,0.61,Ideal,E,VVS2,62.1,54.2,100.03
1041,0.72,Ideal,H,VVS1,62.8,57.0,116.31
1043,0.71,Ideal,F,VS1,61.9,56.0,115.82
1044,0.79,Ideal,G,SI1,60.3,60.0,130.32
1045,0.72,Ideal,E,SI1,62.6,56.0,116.93
1046,0.33,Ideal,G,SI2,62.9,55.0,54.88
1047,0.39,Ideal,H,SI2,61.5,57.0,63.08
1048,0.32,Ideal,D,SI1,61.3,55.0,53.5
1053,0.31,Premium,I,VS2,60.8,58.0,50.26
1054,0.31,Premium,I,VS2,59.8,60.0,50.92
1055,0.31,Very Good,I,VS2,63.2,55.0,52.03
1056,0.31,Premium,I,VS2,62.3,57.0,50.74
1058,0.31,Premium,H,SI1,62.7,58.0,50.69
1059,0.31,Ideal,E,SI2,61.7,56.0,51.68
1060,0.31,Ideal,E,SI2,60.1,57.0,52.08
1061,0.31,Ideal,E,SI2,61.3,55.0,50.64
1062,0.31,Premium,I,VS2,60.8,60.0,51.57
1063,0.31,Ideal,I,VS2,59.9,57.0,50.69
1064,0.31,Premium,I,VS2,59.9,60.0,51.89
1065,0.31,Premium,I,VS2,61.1,58.0,50.99
1066,0.31,Premium,I,VS2,60.7,61.0,49.31
1067,0.31,Very Good,I,VS2,63.1,54.0,51.07
1068,0.31,Premium,I,VS2,62.3,60.0,50.09
1069,0.31,Premium,H,SI1,61.7,59.0,51.68
1070,0.31,Premium,H,SI1,61.0,61.0,50.56
1071,0.31,Good,H,SI1,63.6,57.0,50.36
1072,0.31,Premium,H,SI1,62.4,57.0,50.62
1073,0.31,Premium,H,SI1,62.8,58.0,49.92
1074,0.31,Ideal,H,SI1,62.9,56.0,49.69
1075,0.31,Premium,E,SI2,60.9,60.0,50.68
1076,0.82,Very Good,H,SI1,63.6,56.0,132.35
1077,0.73,Ideal,I,VS1,61.5,55.0,121.26
1078,0.7,Premium,D,VS2,61.0,60.0,114.38
1079,0.7,Premium,D,VS2,60.9,57.0,112.74
1080,0.71,Ideal,H,VS1,61.2,56.0,118.47
1081,0.71,Ideal,H,VS1,61.9,56.0,115.82
1082,0.9,Ideal,I,SI2,61.9,57.0,144.57
1083,0.71,Very Good,D,VS1,62.9,57.0,112.2
1084,1.05,Premium,I,SI2,58.3,57.0,174.81
1085,0.59,Ideal,E,VVS2,61.1,57.0,96.23
1086,0.71,Ideal,G,VS2,60.6,56.0,116.93
1087,0.77,Good,F,VS2,60.3,61.0,125.32
1088,0.73,Good,E,VS2,64.2,54.0,118.91
1089,0.7,Good,E,VS2,58.7,63.0,109.22
1090,0.73,Good,E,VS2,63.2,56.0,120.56
1091,0.8,Premium,E,SI1,61.2,60.0,129.65
1092,1.0,Fair,H,SI2,65.2,54.0,159.88
1095,0.7,Very Good,D,VS2,60.7,60.0,114.26
1096,0.71,Premium,D,SI1,61.4,58.0,117.86
1097,0.71,Premium,G,SI2,60.8,59.0,113.86
1098,0.71,Premium,D,SI1,60.6,58.0,116.93
1099,0.71,Very Good,D,SI1,61.7,56.0,116.62
1100,0.71,Ideal,D,SI1,61.7,57.0,115.7
1101,0.71,Premium,D,SI1,59.7,59.0,117.13
1102,0.91,Premium,I,SI2,62.0,59.0,148.23
1103,0.83,Premium,E,SI1,62.2,59.0,135.08
1104,0.85,Ideal,G,SI2,62.0,57.0,138.07
1105,0.8,Very Good,F,SI1,63.5,55.0,128.74
1106,0.73,Ideal,E,SI1,61.4,58.0,118.6
1107,0.83,Very Good,I,VS2,62.0,55.0,136.67
1108,0.77,Very Good,G,SI1,63.6,57.0,126.31
